Title,Released,Prod_Budget,Dom_Gross,World_Gross
Drumline,2002-12-13,20000000.0,56398162.0,56398162.0
Tyler Perry's Madea's Witness Protection,2012-06-29,20000000.0,65653242.0,66776571.0
Max,2015-06-26,20000000.0,42656255.0,43658157.0
An American Carol,2008-10-03,20000000.0,7013191.0,7022183.0
The American,2010-09-01,20000000.0,35606376.0,67950723.0
Hands of Stone,2016-08-26,20000000.0,0.0,0.0
Be Kind Rewind,2008-02-22,20000000.0,11175164.0,30894247.0
A Scanner Darkly,2006-07-07,20000000.0,5501616.0,7405084.0
One Night with the King,2006-10-13,20000000.0,13395961.0,13725032.0
Everyone Says I Love You,1996-12-06,20000000.0,9725847.0,34600000.0
The Oogieloves in the BIG Balloon Adventure,2012-08-29,20000000.0,1065907.0,1065907.0
Obsessed,2009-04-24,20000000.0,68261644.0,73964713.0
I'm Not There,2007-11-21,20000000.0,4017609.0,12397613.0
Kung Fu Hustle,2005-04-08,20000000.0,17104669.0,102034104.0
The Greatest Story Ever Told,1965-02-15,20000000.0,15473333.0,15473333.0
Edward Scissorhands,1990-12-07,20000000.0,53976987.0,53976987.0
Triple 9,2016-02-26,20000000.0,12639297.0,22690380.0
The Descendants,2011-11-16,20000000.0,82624961.0,175507800.0
Crank 2: High Voltage,2009-04-17,20000000.0,13684249.0,35472739.0
Ghost Town,2008-09-19,20000000.0,13252641.0,29843245.0
Inherent Vice,2014-12-12,20000000.0,8110975.0,8692898.0
Me Before You,2016-06-03,20000000.0,54085778.0,137085778.0
Popeye,1980-12-12,20000000.0,49823037.0,49823037.0
Bandslam,2009-08-14,20000000.0,5210988.0,12967829.0
The Black Hole,1979-12-21,20000000.0,35841901.0,35841901.0
The Touch,2004-03-31,20000000.0,0.0,5918742.0
Wild Things,1998-03-20,20000000.0,29795299.0,55576699.0
21 Grams,2003-11-21,20000000.0,16248701.0,59667625.0
Vampires,1998-10-30,20000000.0,20268825.0,20268825.0
Lakeview Terrace,2008-09-19,20000000.0,39263506.0,44821299.0
Code Name: The Cleaner,2007-01-05,20000000.0,8135024.0,8135024.0
Undisputed,2002-08-23,20000000.0,12398628.0,12398628.0
Armored,2009-12-04,20000000.0,15988876.0,23661038.0
Team America: World Police,2004-10-15,20000000.0,32774834.0,50274834.0
Secret in Their Eyes,2015-11-20,20000000.0,20180155.0,30808558.0
The Quiet American,2002-11-22,20000000.0,12987647.0,26348203.0
Ghost Ship,2002-10-25,20000000.0,30113491.0,68349884.0
Milk,2008-11-26,20000000.0,31841299.0,57293371.0
Orphan,2009-07-24,20000000.0,41596251.0,78337373.0
The Man Who Knew Too Little,1997-11-14,20000000.0,13801755.0,13801755.0
Eye for an Eye,1996-01-12,20000000.0,26792700.0,26792700.0
Butterfly on a Wheel,2007-12-25,20000000.0,0.0,0.0
Connie & Carla,2004-04-16,20000000.0,8047525.0,8047525.0
Home for the Holidays,1995-11-03,20000000.0,17468887.0,22119269.0
Why Did I Get Married Too?,2010-04-02,20000000.0,60095852.0,60831067.0
The Grudge 2,2006-10-13,20000000.0,39143839.0,70743839.0
Regression,2015-10-30,20000000.0,55039.0,14883495.0
Premonition,2007-03-16,20000000.0,47852604.0,81461343.0
The Proposition,2006-05-05,20000000.0,1903434.0,5313608.0
Marci X,2003-08-22,20000000.0,1646664.0,1646664.0
Survivor,2015-05-29,20000000.0,0.0,774905.0
Beverly Hills Cop II,1987-05-20,20000000.0,153665036.0,276665036.0
Passchendaele,2008-10-24,20000000.0,4452423.0,4453327.0
Doubt,2008-12-12,20000000.0,33446470.0,53191101.0
Monte Carlo,2011-07-01,20000000.0,23186769.0,39686769.0
Willard,2003-03-14,20000000.0,6882696.0,6882696.0
Holes,2003-04-18,20000000.0,67383924.0,71232214.0
School of Rock,2003-10-03,20000000.0,81261177.0,131945303.0
Loser,2000-07-21,20000000.0,15464026.0,18250106.0
Psycho,1998-12-04,20000000.0,21541218.0,37226218.0
School for Scoundrels,2006-09-29,20000000.0,17807569.0,17807569.0
Birth,2004-10-29,20000000.0,5005899.0,14603001.0
Conan the Barbarian,1982-05-14,20000000.0,38264085.0,79114085.0
Ramanujan,2007-12-31,20000000.0,0.0,0.0
By the Sea,2015-11-13,20000000.0,538460.0,3407430.0
3 Ninjas Kick Back,1994-05-06,20000000.0,11744960.0,11744960.0
Machete Kills,2013-10-11,20000000.0,8008161.0,18273009.0
My Best Friend's Girl,2008-09-19,20000000.0,19219250.0,34787111.0
The Game of Their Lives,2005-04-22,20000000.0,375474.0,375474.0
Topsy Turvy,1999-12-17,20000000.0,6201757.0,6201757.0
Sweet Charity,1969-01-01,20000000.0,8000000.0,8000000.0
Home Alone 2: Lost in New York,1992-11-20,20000000.0,173585516.0,358994850.0
People I Know,2003-04-25,20000000.0,121972.0,5694213.0
Envy,2004-04-30,20000000.0,13548322.0,14566246.0
The Debt,2011-08-31,20000000.0,31177548.0,46604054.0
Burnt,2015-10-30,20000000.0,13651946.0,32632668.0
Stick It,2006-04-28,20000000.0,26910736.0,30399714.0
Spotlight,2015-11-06,20000000.0,45055776.0,90206716.0
Wayne's World,1992-02-14,20000000.0,121697323.0,183097323.0
Battle of the Year,2013-09-20,20000000.0,8888355.0,16723377.0
The Jungle Book 2,2003-02-14,20000000.0,47901582.0,140122225.0
Little Boy,2015-04-24,20000000.0,6485961.0,7965983.0
All Good Things,2010-12-03,20000000.0,582024.0,873617.0
A Very Harold & Kumar 3D Christmas,2011-11-04,20000000.0,35061031.0,36265745.0
CJ7,2008-03-07,20000000.0,206678.0,47300771.0
Raiders of the Lost Ark,1981-06-12,20000000.0,248159971.0,389925971.0
Babel,2006-10-27,20000000.0,34302837.0,132121212.0
Equilibrium,2002-12-06,20000000.0,1190018.0,5345869.0
Bill & Ted's Bogus Journey,1991-07-19,20000000.0,37537675.0,37537675.0
Under the Rainbow,1981-07-31,20000000.0,18826490.0,18826490.0
My All-American,2015-11-13,20000000.0,2246000.0,2246000.0
Rapa Nui,1994-09-11,20000000.0,305070.0,305070.0
Tammy,2014-07-02,20000000.0,84525432.0,93931360.0
Street Kings,2008-04-11,20000000.0,26415649.0,65454793.0
Twilight,1998-03-06,20000000.0,15055091.0,15055091.0
Strange Wilderness,2008-02-01,20000000.0,6575282.0,6947084.0
Steamboy,2005-03-18,20000000.0,468867.0,10468867.0
Quigley Down Under,1990-10-19,20000000.0,21413105.0,21413105.0
The Weather Man,2005-10-28,20000000.0,12482775.0,15466961.0
Selena,1997-03-21,20000000.0,35450113.0,35450113.0
Beauty and the Beast,1991-11-13,20000000.0,218951625.0,451421625.0
Yu-Gi-Oh,2004-08-13,20000000.0,19762690.0,28762690.0
Flash of Genius,2008-10-03,20000000.0,4442377.0,4504111.0
Ladyhawke,1985-04-12,20000000.0,18400000.0,18400000.0
Mrs. Henderson Presents,2005-12-09,20000000.0,11036366.0,27836366.0
Bringing Down the House,2003-03-07,20000000.0,132675402.0,164675402.0
A Most Violent Year,2014-12-31,20000000.0,5749134.0,6071433.0
The World's End,2013-08-23,20000000.0,26004851.0,47508505.0
Date Movie,2006-02-17,20000000.0,48548426.0,85146165.0
Daybreakers,2010-01-08,20000000.0,30101577.0,51445503.0
The Last Song,2010-03-31,20000000.0,62950384.0,92678948.0
The Covenant,2006-09-08,20000000.0,23364784.0,38164784.0
Paint Your Wagon,1969-10-15,20000000.0,31678778.0,31678778.0
Jackass 3D,2010-10-15,20000000.0,117229692.0,171685793.0
Nancy Drew,2007-06-15,20000000.0,25584685.0,30703845.0
Koltchak,2008-12-31,20000000.0,0.0,38585047.0
The Tigger Movie,2000-02-11,20000000.0,45542421.0,96147688.0
"Couloirs du temps: Les visiteurs 2, Les",1998-03-27,20000000.0,146072.0,26146072.0
Meet the Browns,2008-03-21,20000000.0,41975388.0,41975388.0
Appaloosa,2008-09-19,20000000.0,20211394.0,27911453.0
She's Out of My League,2010-03-12,20000000.0,32010860.0,48680977.0
Peter Pan: Return to Neverland,2002-02-15,20000000.0,48430258.0,109862682.0
Stay Alive,2006-03-24,20000000.0,23086480.0,23187506.0
One Missed Call,2008-01-04,20000000.0,26890041.0,44513466.0
Scary Movie V,2013-04-12,20000000.0,32015787.0,78613981.0
White Chicks,2004-06-23,20000000.0,69148997.0,111448997.0
Fight Valley,2016-06-30,20000000.0,0.0,0.0
What's Your Number?,2011-09-30,20000000.0,14011084.0,30163785.0
Jaws 2,1978-06-16,20000000.0,102922376.0,208900376.0
Alone in the Dark,2005-01-28,20000000.0,5178569.0,8178569.0
2 For the Money,2005-10-07,20000000.0,22991379.0,30491379.0
The Conjuring,2013-07-19,20000000.0,137400141.0,318000141.0
Silent Hill: Revelation 3D,2012-10-26,20000000.0,17530219.0,55975672.0
From Dusk Till Dawn,1996-01-19,20000000.0,25728961.0,25728961.0
Shorts,2009-08-21,20000000.0,20919166.0,29870801.0
The Kite Runner,2007-12-14,20000000.0,15800078.0,74180745.0
The Cold Light of Day,2012-09-07,20000000.0,3763583.0,25361206.0
Three to Tango,1999-10-22,20000000.0,10570375.0,10570375.0
Pooh's Heffalump Movie,2005-02-11,20000000.0,18098433.0,55686944.0
Doogal,2006-02-24,20000000.0,7578946.0,28058652.0
The Yards,2000-10-20,20000000.0,882710.0,2282710.0
Eternal Sunshine of the Spotless Mind,2004-03-19,20000000.0,34366518.0,73135439.0
The Tempest,2010-12-10,20000000.0,277943.0,277943.0
Mononoke-hime,1999-10-29,20000000.0,2374107.0,150350000.0
Mortal Kombat,1995-08-18,20000000.0,70433227.0,122133227.0
Disturbia,2007-04-13,20000000.0,80818974.0,118537627.0
Dylan Dog: Dead of Night,2011-04-29,20000000.0,1186538.0,6093725.0
Can't Stop the Music,1980-01-01,20000000.0,2000000.0,2000000.0
We're No Angels,1989-12-15,20000000.0,10555348.0,10555348.0
High Fidelity,2000-03-31,20000000.0,27277055.0,47881663.0
Lockout,2012-04-13,20000000.0,14326865.0,33943049.0
This is Where I Leave You,2014-09-19,20000000.0,34296320.0,41296320.0
Close Encounters of the Third Kind,1977-11-16,20000000.0,166000000.0,337700000.0
Der Baader Meinhof Komplex,2009-08-21,19700000.0,476270.0,16498827.0
The Painted Veil,2006-12-20,19400000.0,8060487.0,15118795.0
The Frozen Ground,2013-08-23,19200000.0,0.0,5617460.0
The Devil's Double,2011-07-29,19100000.0,1361512.0,2406666.0
The Fall of the Roman Empire,1964-01-01,19000000.0,4750000.0,4750000.0
The Crazies,2010-02-26,19000000.0,39123589.0,56445534.0
Kansas City,1996-08-16,19000000.0,1353824.0,1353824.0
A Cinderella Story,2004-07-16,19000000.0,51438175.0,70164105.0
"Gone, Baby, Gone",2007-10-19,19000000.0,20300218.0,34352162.0
I Can Do Bad All By Myself,2009-09-11,19000000.0,51733921.0,51733921.0
Thirteen Ghosts,2001-10-26,19000000.0,41867960.0,68467960.0
Take Me Home Tonight,2011-03-04,19000000.0,6928068.0,7576604.0
Scary Movie,2000-07-07,19000000.0,157019771.0,277200000.0
The Book Thief,2013-11-08,19000000.0,21488481.0,76086711.0
Sex Drive,2008-10-17,19000000.0,8402485.0,10412485.0
Notorious,2009-01-16,19000000.0,36843682.0,45005151.0
House on Haunted Hill,1999-10-29,19000000.0,40846082.0,65090541.0
Won't Back Down,2012-09-28,19000000.0,5310554.0,5714913.0
The Nutcracker,1993-11-24,19000000.0,2119994.0,2119994.0
Sen to Chihiro no Kamikakushi,2002-09-20,19000000.0,10049886.0,274949886.0
The Shining,1980-05-23,19000000.0,44017374.0,44414369.0
Out of Inferno,2013-12-31,19000000.0,0.0,0.0
Dances with Wolves,1990-11-09,19000000.0,184208842.0,424200000.0
Leap Year,2010-01-08,19000000.0,25918920.0,32618920.0
The Switch,2010-08-20,19000000.0,27758465.0,49858465.0
Sea of Love,1989-09-15,19000000.0,58571513.0,58571513.0
Thomas and the Magic Railroad,2000-07-26,19000000.0,15911332.0,15911332.0
Just Married,2003-01-10,19000000.0,56127162.0,101564935.0
Firestorm,1998-01-09,19000000.0,8123860.0,8123860.0
Back to the Future,1985-07-03,19000000.0,212259762.0,385524862.0
Bad Teacher,2011-06-24,19000000.0,100292856.0,215448997.0
Mutiny on The Bounty,1962-11-08,19000000.0,13680000.0,13680000.0
George A. Romero's Land of the Dead,2005-06-24,18975000.0,20700082.0,47751015.0
Indigènes,2006-12-15,18900000.0,320700.0,26063572.0
The Amityville Horror,2005-04-15,18500000.0,65233369.0,109175673.0
Adaptation,2002-12-06,18500000.0,22498520.0,22498520.0
Fear and Loathing in Las Vegas,1998-05-22,18500000.0,10680275.0,13711903.0
Left Behind,2001-02-02,18500000.0,4221341.0,4221341.0
The Invention of Lying,2009-10-02,18500000.0,18451251.0,32679264.0
Ne le dis à personne,2008-07-04,18500000.0,6198883.0,33954018.0
Day of the Dead,2008-04-08,18000000.0,0.0,0.0
Restoration,1995-12-29,18000000.0,4100000.0,4100000.0
The Family Stone,2005-12-16,18000000.0,60062868.0,92357499.0
Being Julia,2004-10-15,18000000.0,7739049.0,14488705.0
The Railway Man,2014-04-11,18000000.0,4438438.0,23910210.0
And So It Goes,2014-07-25,18000000.0,15160801.0,17360801.0
Under the Tuscan Sun,2003-09-26,18000000.0,43601508.0,57490024.0
Mao's Last Dancer,2010-08-20,18000000.0,4806750.0,17026609.0
Dragonslayer,1981-06-26,18000000.0,6000000.0,6000000.0
Conan the Destroyer,1984-06-29,18000000.0,26400000.0,26400000.0
United 93,2006-04-28,18000000.0,31567134.0,77635035.0
Glory,1989-12-13,18000000.0,26593580.0,26593580.0
Catch-22,1970-06-24,18000000.0,24911670.0,24911670.0
Renaissance,2006-09-22,18000000.0,70644.0,2401413.0
Metallica Through the Never,2013-09-27,18000000.0,3419967.0,9082906.0
Love the Coopers,2015-11-13,18000000.0,26302731.0,42167286.0
Youth in Revolt,2010-01-08,18000000.0,15285588.0,19685588.0
Mongol,2008-06-06,18000000.0,5705761.0,27147349.0
Center Stage,2000-05-12,18000000.0,17200925.0,21361109.0
RocknRolla,2008-10-08,18000000.0,5700626.0,27794339.0
Bad Santa,2003-11-26,18000000.0,60060328.0,77147031.0
Hamlet,1996-12-25,18000000.0,4501094.0,7129670.0
Mean Girls,2004-04-30,18000000.0,86047227.0,130953026.0
Big,1988-06-03,18000000.0,114968774.0,151668774.0
Tailor of Panama,2001-03-30,18000000.0,13491653.0,27491653.0
Nine 1/2 Weeks,1986-02-21,18000000.0,6734844.0,6734844.0
Borat,2006-11-03,18000000.0,128505958.0,261443242.0
Life as a House,2001-10-26,18000000.0,15652637.0,23889158.0
The Informers,2009-04-24,18000000.0,315000.0,315000.0
"I Love You, Beth Cooper",2009-07-10,18000000.0,14800725.0,16382538.0
Orange County,2002-01-11,18000000.0,41059716.0,43308707.0
Barbershop 2: Back in Business,2004-02-06,18000000.0,65070412.0,65842412.0
Das Weisse Band: Eine deutsche Kindergeschichte,2009-12-30,18000000.0,2222862.0,25727044.0
Troop Beverly Hills,1989-03-22,18000000.0,7190505.0,7190505.0
Legally Blonde,2001-07-13,18000000.0,96493426.0,141809235.0
Jobs,2013-08-16,18000000.0,16131410.0,26131410.0
Forsaken,2016-02-19,18000000.0,0.0,0.0
Amadeus,1984-09-19,18000000.0,51973029.0,51973029.0
The Last Station,2010-01-15,18000000.0,6617867.0,15696146.0
Love Happens,2009-09-18,18000000.0,22965110.0,36133014.0
The Ice Storm,1997-09-26,18000000.0,8038061.0,16011975.0
Young Sherlock Holmes,1985-12-04,18000000.0,19739000.0,19739000.0
Honey,2003-12-05,18000000.0,30272254.0,62646763.0
Deuce Bigalow: Male Gigolo,1999-12-10,18000000.0,65535067.0,92935067.0
Catch That Kid,2004-02-06,18000000.0,16703799.0,16959614.0
Prom Night,2008-04-11,18000000.0,43869350.0,57193655.0
Peggy Sue Got Married,1986-10-10,18000000.0,41382841.0,41382841.0
The Prince,2014-08-22,18000000.0,0.0,0.0
Birdman or (The Unexpected Virtue of Ignorance),2014-10-17,18000000.0,42340598.0,103240598.0
Gosford Park,2001-12-26,18000000.0,41300105.0,41300105.0
One Man's Hero,1999-09-24,18000000.0,229311.0,229311.0
Small Time Crooks,2000-05-19,18000000.0,17266359.0,29934477.0
The Exorcism of Emily Rose,2005-09-09,18000000.0,75072454.0,144529078.0
Anything Else,2003-09-19,18000000.0,3203044.0,13203044.0
The Salton Sea,2002-04-26,18000000.0,676698.0,676698.0
The Mask,1994-07-29,18000000.0,119920129.0,351620129.0
Star Trek III: The Search for Spock,1984-06-01,18000000.0,76471046.0,87000000.0
Megaforce,1982-06-25,18000000.0,5675599.0,5675599.0
The Fog,2005-10-14,18000000.0,29511112.0,37048526.0
Spy Hard,1996-05-24,18000000.0,26936265.0,26936265.0
Midnight Special,2016-03-18,18000000.0,3712282.0,6841142.0
Fame,2009-09-25,18000000.0,22455510.0,80227619.0
Neighbors,2014-05-09,18000000.0,150086800.0,270594534.0
Getaway,2013-08-30,18000000.0,10501938.0,11813989.0
Soul Surfer,2011-04-08,18000000.0,43853424.0,47158652.0
Austin Powers: International Man of Mystery,1997-05-02,18000000.0,53883989.0,67683989.0
Blue Jasmine,2013-07-26,18000000.0,33404871.0,102912961.0
Observe and Report,2009-04-10,18000000.0,24007324.0,27148898.0
Predator,1987-06-12,18000000.0,59735548.0,98267558.0
My Big Fat Greek Wedding 2,2016-03-25,18000000.0,59689605.0,91645122.0
Blow Out,1981-07-24,18000000.0,13747234.0,13747234.0
Phantom,2013-03-01,18000000.0,1034589.0,1199510.0
I Am Wrath,2016-04-15,18000000.0,0.0,0.0
Carlos,2010-10-15,18000000.0,145526.0,157002.0
T2: Trainspotting,2017-02-03,18000000.0,0.0,0.0
The Legend of the Lone Ranger,1981-05-22,18000000.0,13400000.0,13400000.0
Labor Day,2014-01-31,18000000.0,13371528.0,14189810.0
Raging Bull,1980-11-14,18000000.0,23380203.0,23380203.0
127 Hours,2010-11-05,18000000.0,18335230.0,60217171.0
I Come with the Rain,2008-12-31,18000000.0,0.0,627422.0
Diary of a Wimpy Kid: Rodrick Rules,2011-03-25,18000000.0,52698535.0,73695194.0
Ed Wood,1994-09-30,18000000.0,5828466.0,5828466.0
Unforgettable,1996-02-23,18000000.0,2483790.0,2483790.0
Wolves,2014-11-14,18000000.0,0.0,0.0
Red Sonja,1985-06-28,17900000.0,6905861.0,6905861.0
Red Lights,2012-07-13,17700000.0,49521.0,14518884.0
Black Nativity,2013-11-27,17500000.0,7018188.0,7285135.0
Step Up 2 the Streets,2008-02-14,17500000.0,58017783.0,148586910.0
Beerfest,2006-08-25,17500000.0,19185184.0,20159316.0
Hitman,2007-11-21,17500000.0,39687694.0,99135571.0
Hoodwinked,2005-12-16,17500000.0,51386611.0,109843390.0
Superbad,2007-08-17,17500000.0,121463226.0,169955142.0
Hotel Rwanda,2004-12-22,17500000.0,23519128.0,36521223.0
City of Ghosts,2003-04-25,17500000.0,325491.0,325491.0
Madea Goes To Jail,2009-02-20,17500000.0,90508336.0,90508336.0
Friday the 13th,2009-02-13,17000000.0,65002019.0,92670237.0
Escobar: Paradise Lost,2015-06-26,17000000.0,195792.0,766112.0
The Others,2001-08-10,17000000.0,96522687.0,207765056.0
Saw 3D,2010-10-29,17000000.0,45710178.0,133735284.0
Smokin' Aces,2007-01-26,17000000.0,35662731.0,57263440.0
Chasseurs de dragons,2009-06-23,17000000.0,0.0,13446115.0
40 Days and 40 Nights,2002-03-01,17000000.0,37939782.0,95092667.0
My Fair Lady,1964-10-22,17000000.0,72000000.0,72000000.0
Jet Li's Hero,2004-08-27,17000000.0,53652140.0,177535958.0
Roar,1981-01-01,17000000.0,2110050.0,2110050.0
A Simple Plan,1998-12-11,17000000.0,16316273.0,16316273.0
The Hills Have Eyes,2006-03-10,17000000.0,41778863.0,70355813.0
Damnation Alley,1977-10-21,17000000.0,0.0,0.0
Southland Tales,2007-11-14,17000000.0,275380.0,364607.0
Veronica Guerin,2003-10-17,17000000.0,1569918.0,9438074.0
Evil Dead,2013-04-05,17000000.0,54239856.0,97778356.0
Lets Be Cops,2014-08-13,17000000.0,82390774.0,136890774.0
American Dreamz,2006-04-21,17000000.0,7314027.0,16510971.0
A Night at the Roxbury,1998-10-02,17000000.0,30331165.0,30331165.0
55 Days at Peking,1963-01-01,17000000.0,10000000.0,10000000.0
Superman IV: The Quest for Peace,1987-07-24,17000000.0,11227824.0,11227824.0
How She Move,2008-01-25,17000000.0,7070641.0,8607815.0
Dickie Roberts: Former Child Star,2003-09-05,17000000.0,22734486.0,23734486.0
Bobby Jones: Stroke of Genius,2004-04-30,17000000.0,2694071.0,2694071.0
Sideways,2004-10-22,17000000.0,71502303.0,109793192.0
My Life in Ruins,2009-06-05,17000000.0,8665206.0,20465206.0
Aliens,1986-07-18,17000000.0,85160248.0,183316455.0
Brooklyn's Finest,2010-03-05,17000000.0,27163593.0,39233233.0
Lottery Ticket,2010-08-20,17000000.0,24719879.0,24719879.0
The Adventures of Elmo in Grouchland,1999-10-01,17000000.0,11634458.0,11634458.0
Wes Craven Presents: They,2002-11-27,17000000.0,12840842.0,16140842.0
The Best Man Holiday,2013-11-15,17000000.0,70525195.0,72835710.0
Beastly,2011-03-04,17000000.0,27865571.0,38028230.0
Pitch Perfect,2012-09-28,17000000.0,65001093.0,116044347.0
L'illusionniste,2010-12-25,17000000.0,2231474.0,5631474.0
ATL,2006-03-31,17000000.0,21170563.0,21170563.0
Good Boy!,2003-10-10,17000000.0,37667746.0,45312217.0
Shanghai Surprise,1986-08-29,17000000.0,2315000.0,2315000.0
Summer Catch,2001-08-24,17000000.0,19693891.0,19693891.0
Larry the Cable Guy: Health Inspector,2006-03-24,17000000.0,15680099.0,15680099.0
I Know What You Did Last Summer,1997-10-17,17000000.0,72250091.0,125250091.0
"McFarland, USA",2015-02-20,17000000.0,44480275.0,45707924.0
Tron,1982-07-09,17000000.0,26918576.0,26918576.0
Running Scared,2006-02-24,17000000.0,6855137.0,9729088.0
Halloween: H2O,1998-08-05,17000000.0,55041738.0,55041738.0
The Apparition,2012-08-24,17000000.0,4936819.0,10637281.0
FUR: An Imaginary Portrait of Diane Arbus,2006-11-10,16800000.0,223202.0,2281089.0
The Young Messiah,2016-03-11,16800000.0,6469813.0,7155967.0
Wall Street,1987-12-11,16500000.0,43848100.0,43848100.0
My Girl,1991-11-27,16500000.0,58011485.0,58011485.0
Sydney White,2007-09-21,16500000.0,11892415.0,13636339.0
Sense and Sensibility,1995-12-11,16500000.0,42993774.0,134993774.0
House of Sand and Fog,2003-12-19,16500000.0,13005485.0,16157923.0
Arn - Tempelriddaren,2007-12-31,16500000.0,0.0,21404122.0
Becoming Jane,2007-08-03,16500000.0,18663911.0,39380876.0
The Illusionist,2006-08-18,16500000.0,39868642.0,83792062.0
Dead Poets Society,1989-06-02,16400000.0,95860116.0,239500000.0
The Unborn,2009-01-09,16000000.0,42670410.0,78208812.0
El Laberinto del Fauno,2006-12-29,16000000.0,37634615.0,87041569.0
White Oleander,2002-10-11,16000000.0,16357770.0,21657770.0
See Spot Run,2001-03-02,16000000.0,33357476.0,43057552.0
Léon,1994-11-18,16000000.0,19284974.0,45284974.0
Soul Plane,2004-05-28,16000000.0,13922211.0,14553807.0
Highlander,1986-03-07,16000000.0,5900000.0,12900000.0
Duets,2000-09-15,16000000.0,4734235.0,4734235.0
The Homesman,2014-11-14,16000000.0,2429989.0,3442853.0
The White Countess,2005-12-21,16000000.0,1669971.0,2814566.0
Bienvenue chez les Ch'tis,2008-07-25,16000000.0,1477650.0,247474497.0
People Like Us,2012-06-29,16000000.0,12431792.0,12519804.0
Hot Fuzz,2007-04-20,16000000.0,23618786.0,81742618.0
The Immigrant,2014-05-16,16000000.0,2013456.0,7585011.0
Trance,2013-04-05,16000000.0,2322593.0,22594052.0
My Stepmother Is an Alien,1988-12-09,16000000.0,13854000.0,13854000.0
When Harry Met Sally,1989-07-14,16000000.0,92823546.0,92831115.0
Things We Lost in the Fire,2007-10-19,16000000.0,3287315.0,8120148.0
The Verdict,1982-12-08,16000000.0,53977250.0,53977250.0
The Artist,2011-11-25,16000000.0,44667095.0,128256712.0
Zulu,2013-12-31,16000000.0,0.0,1844228.0
Left Behind,2014-10-03,16000000.0,14019924.0,20769209.0
Steel,1997-08-15,16000000.0,1686429.0,1686429.0
Joe Dirt,2001-04-11,16000000.0,27087695.0,30987695.0
Road Trip,2000-05-19,16000000.0,68525609.0,119739110.0
The Texas Chainsaw Massacre: The Beginning,2006-10-06,16000000.0,39517763.0,50517763.0
The Master of Disguise,2002-08-02,16000000.0,40363530.0,40363530.0
How to Deal,2003-07-18,16000000.0,14108518.0,14108518.0
Vamps,2012-11-02,16000000.0,3361.0,94812.0
Varsity Blues,1999-01-15,16000000.0,52894169.0,54294169.0
Dumb & Dumber,1994-12-16,16000000.0,127175374.0,246400000.0
Double Impact,1991-08-09,16000000.0,29090445.0,29090445.0
The Messengers,2007-02-02,16000000.0,35374833.0,53774833.0
Radio Days,1987-01-30,16000000.0,14792779.0,14792779.0
Good,2008-12-31,16000000.0,31631.0,31631.0
Baby Boy,2001-06-27,16000000.0,28734552.0,28734552.0
Boys and Girls,2000-06-16,16000000.0,21799652.0,21799652.0
Meteor,1979-01-01,16000000.0,8400000.0,8400000.0
Moonrise Kingdom,2012-05-25,16000000.0,45512466.0,68582095.0
Hachiko: A Dog's Story,2010-03-09,16000000.0,0.0,47707417.0
Haeundae,2010-05-11,16000000.0,0.0,64733391.0
The Roommate,2011-02-04,16000000.0,37300107.0,52545707.0
Vicky Cristina Barcelona,2008-08-15,16000000.0,23216709.0,104504817.0
Enter the Void,2010-09-24,16000000.0,337997.0,1467278.0
Remember Me,2010-03-12,16000000.0,19068240.0,56506120.0
The Women,2008-09-12,16000000.0,26902075.0,50103808.0
Hollywood Ending,2002-05-03,16000000.0,4839383.0,14839383.0
Detroit Rock City,1999-08-13,16000000.0,4217115.0,4217115.0
The Thirteenth Floor,1999-05-28,16000000.0,11810854.0,11810854.0
The Cookout,2004-09-03,16000000.0,11540112.0,11540112.0
Jennifer's Body,2009-09-18,16000000.0,16204793.0,31943401.0
Drowning Mona,2000-03-03,16000000.0,15427192.0,15980376.0
Juwanna Mann,2002-06-21,15600000.0,13571817.0,13771817.0
The Yellow Handkerchief,2010-02-26,15500000.0,318623.0,318623.0
Slow Burn,2007-04-13,15500000.0,1237615.0,1237615.0
La Môme,2007-06-08,15500000.0,10299782.0,88611837.0
Madison,2005-04-22,15500000.0,517262.0,517262.0
Ararat,2002-11-15,15500000.0,1693000.0,1693000.0
Wasabi,2002-09-27,15300000.0,81525.0,7000000.0
Slither,2006-03-31,15250000.0,7802450.0,12930343.0
Scout's Guide to the Zombie Apocalypse,2015-10-30,15000000.0,3703046.0,14947243.0
Ben-Hur,1959-11-18,15000000.0,73000000.0,73000000.0
Buffalo Soldiers,2003-07-25,15000000.0,353743.0,353743.0
Freddy Got Fingered,2001-04-20,15000000.0,14249005.0,14249005.0
Knockaround Guys,2002-10-11,15000000.0,11660180.0,12419700.0
Brainstorm,1983-09-30,15000000.0,8921050.0,8921050.0
The Muse,1999-08-27,15000000.0,11614954.0,11614954.0
All the Queen's Men,2002-10-25,15000000.0,22723.0,22723.0
Tootsie,1982-12-17,15000000.0,177200000.0,177200000.0
Steal (Canadian Release),2003-04-25,15000000.0,220944.0,220944.0
In Dubious Battle,2015-12-31,15000000.0,0.0,0.0
Post Grad,2009-08-21,15000000.0,6380019.0,6561243.0
Idlewild,2006-08-25,15000000.0,12669914.0,12669914.0
One Day,2011-08-19,15000000.0,13843771.0,59168692.0
Beverly Hills Cop,1984-12-05,15000000.0,234760478.0,316300000.0
The Hurt Locker,2009-06-26,15000000.0,17017811.0,49894223.0
Nie yin niang,2015-10-16,15000000.0,632542.0,6832542.0
Keanu,2016-04-29,15000000.0,20591853.0,20591853.0
